col_0,col_1,col_2,col_3,col_4
vyx,276,nuki,2648,4218
zpm,1311,ncvw,2112,3881
ysf,826,jzxu,849,2926
wwn,2457,xdli,1355,4465
exu,2326,bikl,2922,1443
odb,1396,vlrh,1819,3872
ttu,484,yrlv,1120,4516
rjf,1309,adgd,551,1695
tbt,1561,zutf,237,4751
uhn,353,eshd,2965,3004
nay,33,ujpw,264,4374
olg,159,zdkf,2731,2920
fdn,1559,ldni,54,2423
kva,1963,wdop,2347,1033
lur,827,zrkc,354,136
jyr,10,rjxw,601,2701
qqe,805,ytgi,3276,1377
bdo,1011,opym,2888,3225
hre,324,jeco,1649,368
alm,1079,lwly,1086,1563
uyh,1797,dfcw,2875,3792
yky,386,jcei,1967,2706
mfu,1194,zeyh,1079,803
kjm,1738,zhma,2760,3578
boc,1058,zhgg,603,235
cwp,568,psdd,780,3543
tdx,328,irzi,724,848
svt,1705,amsz,1549,4984
kgg,1604,jtgc,1373,4798
dft,1921,uzns,433,3879
rto,2299,jakr,1458,628
qlo,441,rwer,1528,51
wlr,1154,zvfr,1300,3220
muu,1014,aljr,3184,3376
dgr,371,pgbg,1589,1925
azw,2199,jaks,241,500
yvq,1472,gtej,987,1936
map,1001,oebu,2936,2927
qmw,329,fgyn,1975,4874
ddg,1901,qxod,2567,3226
cpv,778,haed,2423,4269
etd,1158,tegn,1375,2220
qwt,1182,okjp,2357,2259
vlw,2004,kvti,2232,1369
xii,1778,ygwv,3214,1815
igg,52,sxgk,1565,502
pwp,10,rjxw,1724,677
cmo,2085,lkba,916,1816
xvw,1235,qnyo,1080,624
ezu,412,gvic,1682,4382
mxr,1714,lmia,1261,3580
vna,1601,vnao,2094,2316
vmp,639,syes,2151,2182
vit,994,rslk,146,3732
buz,1903,pdmz,2861,411
iwp,1212,iqqa,3317,1422
ekg,397,eahz,978,1924
ssn,1586,juun,3114,4019
olx,1269,xjwe,1452,561
bdv,1243,okub,712,1018
dqj,2188,nifs,2484,3640
ssq,331,vofz,2393,538
orz,155,vgwa,3244,3599
hqj,2234,whpt,72,1625
cix,1889,iivy,2738,2945
mey,87,woop,2204,3055
tsl,2019,qcgj,459,889
tjk,2075,oojo,395,3343
pnt,2476,luwa,112,3501
rnc,2414,vuku,2566,2608
jls,463,xucb,2799,2214
mzx,881,guir,1806,4625
fqm,92,ymkk,976,915
fkq,76,edit,2641,4536
llp,292,mlhp,2753,2153
vyh,2092,zttd,1428,3643
cmg,1451,lrcd,2185,303
pgo,1839,yict,2740,1220
igc,1190,fbth,489,3260
fya,9,mpcj,2195,2420
khw,579,hpld,1609,3277
qmm,177,kerr,2929,4496
lst,673,oaoh,3055,4008
pop,1143,qkag,2765,3576
mmg,1670,izhq,1907,4236
ara,752,xlpn,594,2943
scj,2460,wioo,1438,2069
tii,701,vurn,2748,3510
fme,195,lvrr,1273,1379
jto,1109,vcam,1964,265
pix,462,zmht,1311,4213
iae,1862,vyms,2934,4465
ezl,1764,btdd,3040,1241
ana,955,xdtt,601,243
two,1732,pjgr,738,650
soq,1712,xobd,726,3203
qjw,2446,ukpt,2661,1320
ilq,2243,emcs,1532,1607
yff,1840,rszb,2521,3804
ppz,654,faan,911,1450
yrh,856,azlx,2660,416
qkl,1496,mwdi,1020,3504
xtg,1765,eifu,344,3074
qxn,2036,ovjd,2048,1346
gdo,407,gakp,2314,4951
hei,236,lkba,761,3137
kgo,1816,jiid,2166,4191
sls,1899,lgtw,2900,524
wwp,1506,rhtb,2561,1445
byb,1700,vyia,2591,2399
yqz,103,dkqg,165,4974
knq,122,mkvm,2740,4384
vjx,1286,nwid,2555,815
pmp,952,narg,1081,4484
unc,163,chet,1634,1824
aii,2275,qkag,1621,4723
qzr,712,wlso,3173,4797
uoy,716,egfm,1280,4723
pmu,188,xiap,2418,4637
och,1240,csro,1173,752
pvy,1223,xjpv,2073,359
jgs,1212,kcnk,36,523
etz,775,xfwv,2782,2278
vwu,499,ieco,1969,2021
moq,2421,zivg,2802,632
thl,1331,ttxx,1633,284
rfb,244,ygoi,3197,1006
tnp,826,gnbs,826,1189
yhq,1143,mpjd,808,1818
gra,613,qyyl,3327,1226
fvb,2118,suro,2019,1926
mvb,1385,anvw,1247,1080
nbk,2030,xfvh,1274,1280
vyg,157,tkjn,934,974
hor,32,ufnt,1018,1433
gba,164,xldg,467,1086
ssg,1071,hgct,1396,1332
fve,1496,eije,338,4247
oyp,755,qcmo,492,622
iyt,1381,pgbg,510,521
oyp,284,locg,1147,4502
frr,2403,xiwy,2764,2322
lnn,2278,ukza,2142,4712
zxq,1608,btgh,355,1982
yuq,191,nfft,3235,16
jbz,446,ftiq,378,4309
jvy,472,ceyn,2222,196
nhr,248,watf,2948,178
qkr,732,qadn,2563,2474
zgq,2456,clxo,2267,4734
tjk,1194,nerp,2830,4964
cui,471,pskx,1926,1433
czi,2192,fkjw,3264,2287
pzf,1238,gftd,193,2953
yvt,50,mtxz,3312,3553
scq,378,jomi,1066,133
oui,885,mggr,2788,4142
xte,1451,nhau,263,505
glr,811,lpyt,2947,3664
fiu,1140,jytu,492,1518
pox,1351,ahjx,1812,3621
fiq,1512,itlj,302,77
oyv,2139,kbzc,458,4372
rmz,869,zfym,250,3642
ksm,1103,ytmt,2690,283
bcl,1690,sxva,3239,3927
xib,339,qemr,662,304
fgu,1311,xhyb,3141,4805
fjy,1495,wbci,726,3308
fpv,1705,asyh,3008,4252
fjf,1921,wuwd,2154,4407
anx,2237,jkco,635,1754
vvl,1824,xpuh,2278,3948
sjl,825,osye,1218,4838
kwz,1382,feep,235,42
ggn,544,dhdk,2112,2709
yoo,2080,kcrb,1973,3266
znf,1000,dzgq,3152,3288
nrq,82,xwxx,3229,2165
lsg,416,letk,3167,1360
ola,1892,uwgp,549,2206
ogr,261,qfap,2679,3912
ucj,160,vqze,867,3017
qmj,1067,vxqb,1883,1429
yjf,608,pulm,1311,1031
tgh,1499,rylq,3230,1295
zsp,1739,zekw,522,3279
ejr,910,hink,1014,4747
ofs,2082,imwc,1780,1972
zsq,1125,xqji,2357,1949
lve,1617,nhkw,367,4467
tnk,1831,kvft,2048,1977
noc,2067,eycd,771,3493
dau,122,gerb,3243,3810
yqh,1170,zqey,601,3288
nqe,1333,ptvi,2442,1053
aik,2476,yham,2383,265
ujd,2130,yrfu,1107,3634
min,313,sfeb,1634,37
gfn,2418,fhof,2734,4786
rsg,785,evmg,1399,1777
ljp,649,layc,1436,3612
aqp,1299,ggea,206,2363
ebt,1964,nmgx,2533,536
nbk,196,orjz,771,4213
tdx,1615,ykjm,755,4414
nub,406,wtak,2493,4343
ehk,188,pujv,1201,3733
kng,673,flve,485,3023
wqc,2325,gwvg,78,4068
ugw,2483,tmxg,764,3733
sjp,1780,ijat,395,2012
shi,1163,bney,2398,1457
kuk,297,rpon,610,4341
cmo,1282,gthg,791,3160
qki,1411,vekw,686,2971
htn,1503,eegz,3181,1232
pfd,2396,uuoz,3013,3385
prt,241,vekw,703,4858
mdo,1401,osod,2665,1772
yxv,450,lzvc,1052,4429
auz,948,zgjq,2224,4723
tiv,1274,geqp,1572,4908
upo,792,femi,650,3874
rwu,1049,rihh,3009,240
juj,1409,qemr,1477,3699
ijk,1922,cwio,292,4902
evf,914,wstg,1477,500
fuh,1820,etyg,2802,805
lys,698,gtva,861,398
xwl,1257,huvs,771,3484
nax,2270,wmqm,926,2751
fpp,831,sgmn,1195,815
mbd,2455,uvsu,2379,4651
jwu,1448,zzud,3061,4564
aim,763,dahe,2741,476
xjn,219,nxnh,1348,3201
zle,2338,rxfv,2025,559
kgi,611,ldls,2950,3638
afj,503,bynq,1291,3884
mwg,849,sypl,1186,1530
euc,802,deug,3040,3761
tat,1274,fmxm,2534,3299
asd,297,yebj,1024,71
coi,1834,uqua,491,4376
nid,253,kqqx,159,1465
buu,1304,prah,1106,3046
hxv,177,qigv,2948,3098
rry,2365,kvyc,405,1516
mju,497,gngl,1191,4539
jcp,1518,sfer,961,4206
yzr,646,wpmq,444,2421
pmo,1150,bbsn,1745,3536
zbt,1829,jijc,1877,99
uyo,2458,ritl,1999,4932
sox,2100,zwsu,1036,937
idt,560,yyvp,2169,2560
ien,2285,snog,1656,315
hsr,888,fife,3300,3633
xrt,1812,vyia,2538,4327
lbi,2007,fgww,3216,976
udq,1730,eknc,349,4772
yuv,1393,eosc,3147,2863
was,1172,cufq,2705,15
smw,1258,ifle,1891,3940
clj,1171,lvcv,1852,1814
kui,829,ehoq,2429,1058
oce,2001,euqq,276,4885
cux,1477,ukqr,2597,2184
vnf,730,cdxs,403,3943
hhe,2076,xpaz,1624,3250
ury,872,ztfo,2005,904
wdh,1514,qosq,1429,1918
uce,811,lhmu,2095,4593
dem,2017,twmx,1566,3565
mwb,2081,bmno,2967,2797
bev,1858,ekzz,1029,2650
wub,1304,kcnt,1736,4710
qtm,131,ihxa,2729,751
zfe,1037,fmll,2728,4821
acw,935,gzre,1116,1658
ryb,1531,lxjt,229,4880
yjq,1033,vplf,2583,3389
fhl,2170,uhbj,2082,3260
xfk,86,qxya,889,2681
npf,1879,ewvi,1587,1508
xfk,404,azhc,2601,4886
qqd,2080,upge,1588,3735
gpi,2403,axdk,1144,1752
kzd,2230,vsqo,47,2153
eko,343,xgoy,2692,681
yxv,1156,zskj,1711,865
mka,1614,hdrr,2047,1983
ugq,1735,kvxt,600,950
yme,902,vhki,2427,681
ial,2165,ffsg,817,990
duo,1518,ohrx,1043,4209
utj,102,suin,2148,4701
eis,447,dwfm,89,4504
gil,571,whtb,834,1074
iys,920,ypkr,2603,2868
ddh,597,dwvd,2840,3898
cne,2283,qqbx,689,4269
pss,554,yhmi,774,2237
kwp,845,ssrr,1426,1501
idd,789,uopl,1233,4095
ybd,1531,ojuk,3015,4055
vyl,133,glol,2359,993
ydp,1121,xtty,1222,1228
xso,2247,ksiy,1033,842
mly,834,iiru,1112,3382
ioy,2440,lttj,1324,4063
bon,1799,qnzn,520,3605
dhq,2319,wgbd,324,1456
pmx,989,ijrh,3060,4802
jfd,2170,deug,2662,798
umb,622,efdq,947,2339
xrj,1442,tdcj,1092,701
ppb,532,qckr,1220,4269
ogz,2092,ntrl,1908,3244
uvu,749,cdqy,1881,3873
qpa,1750,owix,1318,1103
lcg,1234,rlcr,2967,3971
xpl,1844,tfan,3328,1098
dsi,1313,xadz,500,4583
jui,1801,vqnq,1939,999
hld,507,eahz,2169,2495
smy,498,tjir,800,2745
xqp,1632,yxwk,683,916
bqm,664,rhxp,2914,3446
jgq,817,qwyi,1816,4629
hyy,1936,admz,247,882
npl,692,qywv,1464,245
uqy,106,ohxx,2613,4445
cve,35,axwf,1216,3148
yhb,2218,oosk,1021,2054
drm,282,kxhy,3146,4482
xfb,2236,qrtv,1181,749
cik,225,fpug,2768,3316
xud,2282,sdab,1948,3709
cnr,2239,szey,1205,1530
twm,1592,kwcv,1115,891
azy,504,cvnp,836,3897
ldd,400,fwbl,793,4316
xvf,551,bhtc,614,2775
jyg,539,yqai,2605,953
fis,1252,ybkl,106,4001
rdk,1882,gjao,977,2941
weo,1342,yyem,2571,4991
giq,973,sibx,1982,361
lsg,1244,zdxy,1293,4658
fux,488,ulam,1602,2496
enc,2380,wbon,1863,3562
ipx,1445,nnlc,2858,4450
qtg,2479,xpia,2085,4781
eqg,1148,fxez,2783,2088
bde,2375,mgzi,3137,1909
kux,2316,pgld,2725,76
pgb,271,gqal,1042,2626
iid,865,lttj,701,1483
zca,1637,qxmb,800,3510
avq,1731,xvxz,1510,2890
yxp,1328,liey,1759,3893
xcu,740,gdfk,2239,4541
fbm,844,fehw,363,4449
cff,1577,dxbr,1782,971
tfy,400,ahmt,2016,1111
dyr,1026,qpno,1479,3272
ksm,1406,wpxu,1916,1220
wyo,1928,kqvy,1151,1219
vna,775,ozbt,75,1083
mjf,678,qpmp,175,2026
nua,1839,jaen,2703,4903
emo,2055,mlpw,1807,729
amo,2048,tlie,2388,1707
mnm,1710,nqhm,2977,1950
qvy,1759,aqdd,2895,1881
wwf,1644,qqny,2274,4413
hld,2082,zquq,352,2485
lwd,1929,cujx,295,12
vgt,1693,eezv,2112,1769
tiq,2417,zwmf,204,2650
tei,672,wtht,929,2860
tri,543,fpnc,1276,1062
tae,1455,blre,1735,3725
tde,1308,beqc,2080,3675
rxw,845,mili,1371,3756
jel,2337,ssov,77,2398
ryt,1457,wrqd,556,4348
nir,724,clgg,1477,770
hcw,2175,avdc,1951,3267
yey,1214,qpys,2631,390
ovi,1786,tzxf,3187,4676
jtl,2222,aamt,3320,3557
sjm,953,nciq,356,3803
shq,1885,zbfq,3020,94
ecs,1638,nfvr,363,721
vjm,1824,qayw,2598,4506
efd,283,narx,829,3809
gyf,2091,lfon,1450,917
qxq,707,ghqa,1750,2576
uzx,1599,mflu,1990,346
mhs,2455,grjd,1672,3349
skt,1096,hmqf,2837,3180
iid,1877,yfdv,720,3144
kyg,2173,dkrb,3319,4982
zhg,399,cvns,2625,1375
wec,734,oqat,414,4559
imm,2333,ijaf,1151,2386
rnm,634,ladl,3155,3045
xls,491,qglo,1310,2093
kbb,1366,hgbv,602,3915
gtu,1436,vmlm,2072,4933
osg,2163,ilrm,2345,4868
dgt,1963,usci,3225,3582
aux,1770,nytg,1987,4306
byf,201,dnrh,797,4707
osj,74,ekxt,1247,2958
ldw,2039,ydka,1534,607
mwo,80,gmex,2636,3988
cea,2131,yzoa,2933,316
key,146,whjv,3094,4762
zbl,1184,maio,631,3980
rpr,1013,fnru,3025,4037
cco,356,nxag,1626,4351
xwy,1464,mnqj,1249,3854
kuw,803,mizw,1430,1161
nef,1187,qkag,2198,4405
dbb,2158,tntg,2384,733
bwm,1167,kcqr,580,1517
xnh,2038,bfmc,1957,1435
esp,2442,fhfe,3276,903
dqi,2073,ypbi,1158,1469
siy,1294,opgb,996,2945
mkc,2499,owsh,1356,2497
frm,2420,etyg,2198,1403
sdu,1626,mcxf,1554,3364
vjl,240,iklo,311,2711
zsb,457,ztjw,1824,1976
nok,298,mlfa,2880,965
hde,269,cqey,790,4021
ywa,2137,ydlz,421,1777
jgn,1094,ldlr,799,3680
ela,2233,yemt,2176,2107
gba,2176,hhee,2913,4711
uiy,335,viyv,319,1014
pnu,1379,awij,3094,4559
fqj,884,rqdg,3141,866
ffh,1369,ycqu,1630,317
zky,2447,snrd,1454,59
ugi,201,djpb,1973,3323
xqp,315,yupt,1412,1106
skh,949,kxku,2813,2029
fif,1538,makt,1864,3953
cdn,442,zxlw,2152,274
ubu,225,qalz,1262,4141
jey,367,cbqo,2432,4633
sjg,1947,jmnv,1199,4408
ait,2366,dpne,193,3928
hlo,2200,lgtw,1553,1713
qyx,2424,amcq,1201,72
miz,651,vfae,2479,533
zcy,2496,cidv,1086,1267
ghx,2224,wieb,428,1018
szn,1068,khot,2584,1327
ykp,2259,mblj,529,1246
tdb,226,ogix,121,2297
lyg,2423,bpco,3071,1753
zkg,2243,znwr,3238,1260
wrb,1507,anzb,2926,625
srp,1465,zvfr,12,2059
rdm,2294,tqai,2744,4257
ikp,960,gbxr,1190,2865
axk,275,wlne,2720,965
nie,1180,jtvx,118,1532
rjf,1816,pddr,561,3833
fmc,1639,kqsd,2114,652
zkg,201,lxkj,1640,4778
hsr,1209,yakc,1482,2649
fiu,1629,gvtb,33,4241
ctz,1111,yjiy,685,532
vaz,1192,rqyy,565,2662
rcz,467,iawy,2488,2096
voq,1740,xmpu,1019,4373
dsm,1788,mpiw,898,958
hkv,215,nawp,1986,4740
jbs,569,aopm,776,2017
rgs,742,pnza,2257,788
tal,2460,trsc,2682,871
zmc,39,velq,2685,3765
gju,2191,srrt,256,258
dmx,1690,txle,2558,974
cnt,604,wfuu,2287,351
mgs,1423,fsuk,3327,4233
gei,2409,uiaj,1408,3510
iyc,1932,xjtw,1365,2590
qqd,1955,ifgr,1977,4767
kzd,402,zowx,1711,2216
odx,1458,bckq,2491,2467
koz,214,xcat,130,3245
azw,1384,dttb,1730,1962
qxg,1444,axxu,952,1939
ers,848,rccd,1062,742
jws,1618,bcgw,390,1358
hvu,249,rwjk,904,2808
zjb,1027,fqwg,1223,1153
obp,286,almy,213,1045
lay,1809,lbjx,3053,2866
ooc,1457,qnqj,2502,3461
zal,776,cpkv,315,368
nnw,1362,atos,3052,871
vwv,2151,crdb,457,212
was,132,yhgz,3288,4239
ybj,1699,axqg,2211,402
ren,526,oykz,758,35
hnp,645,eqrz,435,937
mgs,1738,xedi,535,2418
juu,2128,qwak,956,4850
chn,2217,pmmr,144,2298
ibn,1725,mgeh,236,353
ssx,367,zivg,1981,3673
nvw,1760,baot,2568,3019
dab,1810,mdxq,18,1542
abs,787,qlmz,1414,2081
ecm,384,ajji,3105,409
xrf,232,onev,623,2302
gwq,1998,qeag,3162,3109
ehb,1484,xsfj,679,83
mox,89,rvzb,1287,3375
frs,2155,ulam,144,1301
eol,1937,wule,797,3293
kzl,137,cklf,861,2744
yze,1707,tmmi,614,1713
jyq,1093,sfyh,922,1049
kjv,422,zxju,2801,28
dws,914,xgkr,1229,4788
cit,1052,dudy,1375,4093
jgk,2280,jgjg,2460,4253
kty,1870,xmyq,377,670
zjg,1851,ttwb,2018,2033
zsg,2383,doqj,409,4932
cix,742,sodx,200,1961
wla,444,lunc,1584,2898
wvr,1724,uaof,1189,1030
pwl,572,qbwb,3223,4774
pcj,497,qjbn,3038,1163
bml,814,kmwe,1898,1517
lfk,1179,oqcd,1221,1943
nvo,1836,kzca,2570,3103
pnr,2359,fhee,146,3745
ble,2397,kgvy,1278,1518
kfz,549,twgb,609,3755
mbo,331,qgum,106,2911
ekg,171,jykz,115,3244
ywy,1770,ntkr,1839,1260
wzr,2349,rfhj,95,1800
vdv,2289,pyre,1630,699
lnr,1095,cjdq,1556,4000
knx,2068,sxqr,2060,2462
uyw,1540,ncdy,885,4648
tan,2169,engk,3132,397
bvu,648,rgnt,985,217
llx,1152,fuvh,97,2922
mll,1529,qlof,257,149
yrt,997,mabs,320,1805
lwj,2043,trmq,1459,3723
acl,1404,hcnm,1979,1766
uol,1064,hkgr,1092,4435
zgw,563,rxnz,906,4180
okv,1919,dphd,227,1495
jyv,1049,yylr,3080,4201
qui,2017,kwyt,266,1081
pyv,2122,eodb,1908,545
swj,14,rslq,2393,1450
dtw,236,kclh,2207,1307
mbr,57,roqr,1713,510
ajq,1452,jvrk,937,2300
fwo,2432,bztb,2515,1702
ztq,2190,ntmv,1768,1046
bcc,1838,fucc,1826,3542
fsy,608,plvk,589,3740
leq,1120,dwqc,2922,3848
pdt,825,mwpe,301,3664
yon,299,lilr,809,1806
qno,1547,jizz,2256,44
zac,1755,drgr,3332,2914
jeq,134,tbvi,547,2150
wpb,1771,gtcw,661,2331
iyc,417,qkak,27,497
uhr,2154,zuwq,2641,3173
kjp,1686,isfs,3185,2809
cjo,1252,fgsy,401,3343
hyi,843,oikp,1386,2701
lda,2175,ykcb,656,3760
qns,1058,cnwb,2631,1894
cle,635,oewu,838,1158
kco,1512,dpkp,3167,4042
jgq,2308,trly,2642,1599
xyd,1219,czyz,2210,4821
ald,2236,guqr,1143,3293
zgu,1757,hsmd,90,2006
ilj,1901,xpuh,431,3683
ogu,2302,jbpt,3048,4773
jrm,737,ygia,3312,1927
abo,2154,rguc,2744,4358
vvu,2083,qfgb,1056,2110
ibx,558,spak,3103,2613
qwl,457,todc,2647,3748
erz,857,fwos,719,1267
wgz,1029,kffs,272,994
dbm,1633,mcxf,1438,3769
nkw,2215,pcqb,98,1260
yid,1281,mjva,2991,2455
trz,16,hrco,162,4093
ssx,1002,xggu,516,926
jcj,806,dnvx,884,3536
gcc,2420,lkxt,1361,1473
uci,1415,kvfy,181,4421
tsq,2293,nxlc,2880,3754
idw,882,cgaa,3100,4112
frj,989,yygx,2435,3232
jsa,2351,msna,171,4745
eds,660,gylu,1946,4595
nzt,1642,iqrp,2077,4325
jyv,2295,iaob,2849,2026
fze,973,ndba,544,1575
ptg,226,lokp,3007,166
xxz,1749,gnxi,3047,1879
osn,572,fycc,1808,4920
aqu,2441,honi,2799,4939
dli,1565,pjhg,2802,3865
vhv,1650,kvxs,933,1223
xop,1153,mhhq,3294,4974
cgd,1133,arrw,1048,3929
ezx,500,aotb,3042,934
rry,1999,slvo,2533,3582
ezg,231,ajag,3140,3691
gsy,879,iltl,3209,132
umr,576,zrqt,1123,1381
dll,2004,jwpw,2951,2639
uwh,1566,zlor,1485,1562
lud,798,mqyx,1431,3018
upx,2084,ekmf,1331,2526
gjf,2106,bhoi,2771,4268
dju,1014,xrat,1862,3293
iuf,2336,agih,3143,4058
fiw,870,qeit,1763,1325
abu,2397,jqkd,657,4536
nvb,1982,ukzd,2318,3193
wnr,1626,nzrn,2847,1363
meu,1670,wiic,332,572
hjv,2312,uwor,633,3340
mam,512,vsjs,3073,4685
lxn,1623,abax,685,25
ely,613,gvih,1842,484
gar,612,rbtv,3020,2118
kgt,1838,iqtn,1631,3655
nug,2417,zdew,2154,1092
mhr,2269,kniv,1108,4539
ywc,60,nwyz,1724,4420
zse,2324,qisg,1882,4098
zxo,2178,yofw,1274,1975
yhh,575,qohq,2973,3285
nzu,1757,jiyj,1472,4854
cxh,2277,jogn,2427,3531
rcv,1204,vgjx,335,1326
adz,2131,mlux,159,4811
sko,1227,obur,1448,4901
zff,791,epjc,889,2642
xhe,714,ezpe,1981,3527
rsg,1807,kpot,3195,2328
yus,509,mutb,1116,3557
zyz,1216,jdtp,536,1505
zao,1082,zsxi,2499,2763
qga,1986,pseq,380,4764
xwp,2257,mjva,1111,481
dhv,2278,kjjy,2685,3120
ofh,88,osnv,438,1342
jiv,2092,xsdx,1373,1578
wbt,1299,bwvt,1392,2492
szi,1465,csqx,753,3452
gir,208,zplk,3173,3526
wln,2069,umal,1453,2491
ryb,2472,zshy,3065,2470
yeb,1523,qhyu,1198,3251
kwl,2457,fwvx,259,1024
hgr,518,ivci,582,3911
dlv,245,dgdu,880,800
svn,2450,trsc,703,1379
coj,1286,cmyb,2192,3855
oag,1634,rtpv,61,473
qwr,1202,jnkf,7,3684
cwg,2195,bjwq,2701,959
zwc,1060,ethg,1547,3198
wdm,520,qfbh,2127,2635
ebj,706,jljk,1444,2087
daq,491,arxu,445,4774
odc,46,vdwi,3220,267
mtr,1142,vjaq,853,1346
jsa,1710,wyio,164,1860
eaq,1769,osnv,1533,2399
qas,1510,mtvy,2476,3811
syi,2279,eshd,180,4749
tkd,631,bykk,1912,900
kuk,1868,jlnz,2320,2869
wcr,709,ljja,1767,3381
zqt,134,bkqq,1993,4033
awx,2018,udqj,448,382
pae,1042,csbe,858,1698
ehr,1023,kaii,2844,4875
mns,1445,srfa,1305,1223
jeq,74,umjt,770,4712
jbo,347,utqx,1196,2889
boc,765,clhr,1945,1784
nvk,443,blxe,2235,1953
wps,1192,gdgj,2784,634
lde,2068,maxz,3115,723
oke,2349,wkbu,328,3419
rwc,525,msby,1957,934
ual,2296,omve,591,1589
svx,2113,zrqt,1366,497
min,762,mzpn,2276,2137
zrl,446,rsph,2347,4005
ykk,440,lfag,486,2535
umj,2351,qgeo,1224,2820
kpn,1759,koat,1333,3772
nko,671,sehw,260,186
ezi,1146,przq,382,3363
bir,249,kfcv,3308,34
kvb,1612,tifq,752,2989
xqb,881,ouzl,272,1465
wci,1742,xowk,2746,518
dkd,2393,qiqo,1083,3023
rms,733,pkwl,1495,2870
xaq,2181,fsms,986,3585
ffi,1038,ihlt,2156,4928
pla,245,nckt,780,1413
jei,1229,mdwm,1443,4927
ecy,1321,aynr,307,2932
zyd,402,swfv,2706,4310
ixd,409,izip,338,1486
tvs,1627,yjwy,1455,881
lsj,2019,muam,2131,2827
fgl,1781,yipj,2159,873
wet,1255,ekle,2068,3323
zra,1539,lxem,22,3
yad,1548,uvob,635,3366
goh,2228,nsxh,317,2392
cgm,2385,xmcw,3035,504
eac,1513,hbzu,2019,3389
kkr,1966,xhjm,2105,3671
iwe,1078,uicw,1133,772
dvc,440,pesy,2149,1626
oka,1769,udcc,1191,1361
mxv,1335,vgwa,3115,1285
lan,313,csov,2686,2411
ioh,26,tufa,2251,2049
fzv,1722,npav,2160,3216
duo,1165,zxmh,2294,4724
dui,1457,vtnz,1003,4098
mhi,855,ytsj,2808,1906
vop,1138,ulnn,2010,4730
pzo,1271,srek,1981,3813
tsx,1890,mqzs,2454,3985
pod,821,oqct,1947,1179
cbp,2399,erbj,544,4878
ffz,1891,ifyo,2566,1378
akb,1002,vody,1897,667
let,1601,hzxa,2006,4895
koq,2308,tuqz,451,1054
bfv,1074,opfo,858,337
fth,873,hpen,3051,98
ebs,702,iqie,689,3116
qjh,1952,zwdg,665,1196
bhy,451,ynwl,565,1502
kqz,2438,sstj,1218,439
ktl,2123,csov,1179,4647
tcp,1413,hcyi,1440,4415
krb,397,ggpn,2206,2231
snb,499,ncvw,1422,1166
mtm,287,oqzb,1404,738
mls,811,hrqg,2900,2975
gei,1633,cfim,3223,2348
idw,133,ybqz,852,2967
nty,1726,omve,1739,2271
bmr,971,kdiu,1097,4450
owc,1781,gnsw,2955,3057
neo,1092,fuqn,2969,468
blm,2303,agmt,3219,3999
flg,444,dwfi,2204,3419
nvw,1931,ehtn,465,2066
pmw,1658,leku,1871,3661
hip,1618,wpns,1962,4585
qda,2104,xbql,2092,2041
zsx,763,wogv,1362,1404
seu,1768,snwt,2803,1715
lll,449,mjva,2731,3460
bqc,840,bynq,500,2244
hkr,582,qmoc,2263,2254
uvx,515,okyl,1404,1605
jto,288,snxd,205,4091
ifw,1221,cyhl,2756,422
tfq,2139,qgpi,2215,4459
lui,391,oywq,2276,2843
uup,709,zwtl,2447,754
wgw,2484,vxzf,1111,571
vgy,2072,vqpc,1022,2832
smv,2369,zoxx,2631,131
mdo,1507,hiub,1616,1232
jlj,2310,svoh,2447,3572
idh,2393,pdmo,168,4480
jfp,2484,audp,3275,2177
tii,1181,qugf,1545,4157
fmz,2182,uivt,981,3917
jsk,1907,kuww,2139,2476
gua,2308,fatu,434,1069
nur,1896,iyej,654,2802
lbt,1386,kflj,2199,4378
fwo,677,nbdg,2895,2142
iam,1726,ewbc,192,3355
mta,2038,eryf,289,257
cuh,991,sngo,773,508
afr,1024,sksm,2766,223
bpm,68,oozl,1700,1224
fqm,1457,mlie,1195,2678
ban,1906,iifl,2190,2308
xtx,975,daku,2223,4862
mwo,2098,fkzz,3211,380
wqy,1533,emag,2562,4818
iur,995,mbcs,1446,1771
ikj,2277,beaj,905,3134
qga,1758,zjnd,1533,3311
jtt,2290,oxee,2447,4285
ycs,490,mpes,2298,2533
ata,1321,xhfh,1195,3524
kga,1167,wfeo,255,3834
tjo,2249,aiyu,2213,2294
dba,1037,bmpg,3279,3503
umv,1213,zzki,1424,4969
izl,1161,gdqy,599,3802
ooj,359,qaea,2053,2348
kqp,699,gjbq,126,3558
ncq,2372,dere,524,2408
cix,2134,kfkf,2523,2652
dha,2214,dgvp,2552,271
nps,1241,flmc,2237,4267
sxe,1145,czat,238,4347
tya,2036,ijrh,1546,1232
myc,1239,tksu,1782,4756
vxr,166,dfum,2591,3575
tpr,2490,pfpi,1957,1824
qtu,1684,nnxh,970,3344
ynd,2330,dnaq,327,1743
tgs,2464,zquq,2280,3540
foz,2372,ocvv,3231,1406
oaw,427,qgpi,1708,1255
qub,2040,appr,1715,4435
gqo,810,mtxz,1315,3775
kwt,117,exbb,1245,4826
nte,1390,gqyb,445,4967
jym,836,twqa,2281,4935
oes,123,dwjk,638,2219
qzs,1572,gpte,648,1930
icw,55,jcpf,3007,575
wzv,576,xpkr,1883,3403
qzd,1034,iesj,109,4620
uzu,2468,mmki,682,2561
qhq,1758,sibx,2590,516
lrg,2190,rwis,3238,573
ren,1272,mesg,1662,297
ifq,1412,dbpb,2116,4905
fpw,1249,ebtz,1329,324
